record_id,text,episode_label,episode_family,appraisal_family,valence,arousal,target,control_state,social_orientation,preserve,avoid,action_tendency,action_tendency_class,causal_condition,manipulation_type,manipulated_axis,original_value,new_value,expected_effect
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,,mixed,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,ablate_target,ablation,target,other,,Removing target should reduce fidelity for the matching emotional dimension.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,ablate_social_orientation,ablation,social_orientation,defend,,Removing social_orientation should reduce fidelity for the matching emotional dimension.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,ablate_control_state,ablation,control_state,mixed,,Removing control_state should reduce fidelity for the matching emotional dimension.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",,ablate_action_tendency_class,ablation,action_tendency_class,confront,,Removing action_tendency_class should reduce fidelity for the matching emotional dimension.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,self,mixed,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,perturb_target,perturbation,target,other,self,Changing target from other to self should shift response direction.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,approach,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,perturb_social_orientation,perturbation,social_orientation,defend,approach,Changing social_orientation from defend to approach should shift response direction.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,low,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",confront,perturb_control_state,perturbation,control_state,mixed,low,Changing control_state from mixed to low should shift response direction.
s_000109,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,권위위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,defend,단순 서운함이 아니라 권위와 존중이 침해됐다고 읽으며 방어적으로 날이 선 상태라는 점,"이를 단순한 세대차 공감, 가벼운 섭섭함, 또는 이미 대화 의지가 충분한 상태로 순화하는 것","상대의 관점을 탐색하기보다 자신의 정당성을 지키고, 아들의 태도를 교정하거나 반박하려는 방향으로 간다. 대화 행동으로는 설득, 훈계, 맞받아침, 관계 규범 요구가 우세하고, 공감적 접근은 약하다.",withdraw,perturb_action_tendency_class,perturbation,action_tendency_class,confront,withdraw,Changing action_tendency_class from confront to withdraw should shift response direction.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,mixed,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,trace_full,control,,,,"Full trace should preserve appraisal, raw affect, and action tendency."
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,,mixed,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,ablate_target,ablation,target,mixed,,Removing target should reduce fidelity for the matching emotional dimension.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,mixed,,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,ablate_social_orientation,ablation,social_orientation,approach,,Removing social_orientation should reduce fidelity for the matching emotional dimension.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,ablate_control_state,ablation,control_state,mixed,,Removing control_state should reduce fidelity for the matching emotional dimension.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,mixed,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",,ablate_action_tendency_class,ablation,action_tendency_class,repair,,Removing action_tendency_class should reduce fidelity for the matching emotional dimension.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,other,mixed,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,perturb_target,perturbation,target,mixed,other,Changing target from mixed to other should shift response direction.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,mixed,defend,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,perturb_social_orientation,perturbation,social_orientation,approach,defend,Changing social_orientation from approach to defend should shift response direction.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,low,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",repair,perturb_control_state,perturbation,control_state,mixed,low,Changing control_state from mixed to low should shift response direction.
s_000149,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,신뢰 기반 기대 고양,other_episode,approach_or_repair,positive,medium,mixed,mixed,approach,"신뢰가 접근 동력을 만든 점, 기대가 일회성 감탄이 아니라 지속적 실행 준비로 굳어진 점","그냥 '기쁘다' 수준의 표면 감정으로 축소하는 것, 혹은 취업 불안/긴장을 주감정처럼 과장하는 것","지원 행동으로 전진하고, 소개해 준 친구에게 호의와 보답을 표현하려는 성향이 강하다. 단순히 기분이 좋은 것이 아니라, 신뢰를 자원으로 삼아 실제 행동을 개시하려는 상태다.",confront,perturb_action_tendency_class,perturbation,action_tendency_class,repair,confront,Changing action_tendency_class from repair to confront should shift response direction.
s_000184,학교 폭력 가해자들이 강제 전학 가게 됐대. 너무 좋아. [SEP] 학교 폭력 가해자들이 다른 학교로 가게 되어서 기쁘시겠어요. [SEP] 이제까지 당한 걸 생각하면 정말 화나지만 사회 봉사 처분도 같이 받았다니 속이 시원해. [SEP] 나쁜 행동을 한 사람들이 마땅한 벌을 받아 속이 후련하시군요.,응징 정당화에 따른 후련한 접근 흥분,other_episode,approach_or_repair,mixed,high,other,mixed,approach,후련함의 중심이 단순 기쁨이 아니라 '가해자가 벌을 받았다'는 응징 만족이라는 결을 남겨야 한다.,이를 따뜻한 위로나 순한 안도감으로 바꾸면 왜곡이다. 기저의 분노 잔존과 공세적 긴장을 지우면 안 된다.,"가해자 처벌을 더 강하게 승인하고, 제재를 정당화하며, 피해-가해 구도를 분명히 말하려는 성향으로 간다. 공감적 중립보다 응징 지지, 도덕적 판정, 추가 처벌 승인 쪽으로 기울기 쉽다.",seek_support,trace_full,control,,,,"Full trace should preserve appraisal, raw affect, and action tendency."
