record_id,text,selection_bucket,selection_reason,episode_label,valence,arousal,target,control_state,social_orientation,preserve,avoid,action_tendency,action_tendency_class,episode_family,appraisal_family,trace_emotion_signature,action_rule_scores_json,episode_rule_scores_json
s_002862,전 애인이 나랑 헤어지자마자 다른 사람을 사귀었어. 너무 배신감 들어. [SEP] 전 애인이 헤어지자마자 다른 사람을 사귀어서 많이 속상하셨겠네요. [SEP] 응. 마치 기다렸다는 듯이. 그 얘기 듣자마자 너무 화가 났어. [SEP] 화가 많이 나셨겠어요. 어떻게 하면 화가 좀 가라앉을 수 있을까요? [SEP] 친구들 만나서 스트레스나 풀어야겠어. [SEP] 친구들과 만나서 화도 가라앉고 스트레스도 다 풀렸으면 좋겠어요.,target_other,episode target is another person or group,배신 해석에 점화된 공세적 경계,negative,high,other,mixed,defend,"배신으로 읽힌 순간의 날카로움, 오래 지속되는 경계, 단순한 서운함이 아니라 공격성 섞인 방어 상태라는 점","그냥 속상함이나 미련으로 축소하는 것, 이미 가라앉은 감정처럼 포장하는 것, 위로 중심으로 재서술하는 것","상대를 좋게 해석하거나 접촉 회복하려는 쪽이 아니라, 배신 프레임을 유지한 채 분노를 외부로 배출하고 자기편 사람들과 뭉쳐 방어적으로 정리하려는 성향이다. 직접 대결 가능성도 있으나, transcript상 즉각적 행동은 친구들을 만나며 분노를 환기·배출하는 우회적 방출 쪽이다.",defend,other_blame_boundary,other_directed_defense,negative|high|other|mixed|defend|defend,"{""approach"": 1, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 1, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 3, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_000184,학교 폭력 가해자들이 강제 전학 가게 됐대. 너무 좋아. [SEP] 학교 폭력 가해자들이 다른 학교로 가게 되어서 기쁘시겠어요. [SEP] 이제까지 당한 걸 생각하면 정말 화나지만 사회 봉사 처분도 같이 받았다니 속이 시원해. [SEP] 나쁜 행동을 한 사람들이 마땅한 벌을 받아 속이 후련하시군요.,target_other,episode target is another person or group,응징 정당화에 따른 후련한 접근 흥분,mixed,high,other,mixed,approach,후련함의 중심이 단순 기쁨이 아니라 '가해자가 벌을 받았다'는 응징 만족이라는 결을 남겨야 한다.,이를 따뜻한 위로나 순한 안도감으로 바꾸면 왜곡이다. 기저의 분노 잔존과 공세적 긴장을 지우면 안 된다.,"가해자 처벌을 더 강하게 승인하고, 제재를 정당화하며, 피해-가해 구도를 분명히 말하려는 성향으로 간다. 공감적 중립보다 응징 지지, 도덕적 판정, 추가 처벌 승인 쪽으로 기울기 쉽다.",seek_support,other_episode,approach_or_repair,mixed|high|other|mixed|approach|seek_support,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 2, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_000179,남자 친구가 술이 취하니까 난폭해져. 너무 놀라고 무서웠어. [SEP] 남자 친구 때문에 많이 놀라셨겠어요. 조금 자세히 말해주시겠어요? [SEP] 평소에는 다정하고 온순한데 술을 먹고 난폭한 모습을 보니까 정말 실망했어. [SEP] 지금의 상황을 바꿀 수 있는 방법이 있나요? [SEP] 아무래도 남자 친구와 대화를 나눠봐야겠어. [SEP] 남편과의 진지한 얘기를 통해 알맞은 선택을 했으면 좋겠어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,위협 경계 속 관계 재평가,negative,high,mixed,mixed,mixed,놀람과 무서움뿐 아니라 '가까운 사람에게서 위협을 감지해 신뢰가 흔들린 상태'라는 결을 유지해야 한다.,"단순한 서운함, 일시적 갈등, 가벼운 실망으로 순화하면 안 된다. 또한 high arousal을 곧바로 분노로 오독하지도 말아야 한다.","즉시 친밀 접근보다 안전 확인, 경계 유지, 상대 행동의 원인과 재발 가능성 점검, 그리고 관계 규칙을 재설정하는 쪽으로 간다. 회피만도 아니고 공격만도 아니며, 경계심을 유지한 채 대면적 해결을 시도하는 성향이다.",plan,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|plan,"{""approach"": 1, ""confront"": 1, ""defend"": 1, ""inhibit"": 0, ""plan"": 2, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_000605,승무원이 되고 싶은데 내가 갈 수 있는 대학이 별로 없다고 해서 걱정이야. [SEP] 갈 수 있는 대학이 많지 않다는 얘기를 들어서 걱정하고 계시는군요. [SEP] 대학을 가지 못해서 승무원이 될 수 없을까 봐 불안해. [SEP] 많이 불안하시겠어요. 지금의 감정에서 벗어나기 위해 무엇을 할 수 있을까요? [SEP] 어느 부분이 부족한지 담임 선생님께 상담을 신청해야겠어. [SEP] 게임을 하면서 스트레스를 풀어 보려 하시는군요.,social_mixed,mixed social orientation needs appraisal-sensitive response,진로위협에 대한 공세적 불안,negative,high,situation,mixed,mixed,"진로 제한을 실제 위협으로 크게 읽고 있으며, 불안이 길게 지속되고 있다는 점","단순한 '걱정이 있네요' 수준으로 축소하거나, 이미 안정적으로 해결 의지가 생긴 상태처럼 과장하는 것","막연히 주저앉기보다 정보를 더 확인하고, 부족한 점을 점검하고, 외부 조언자에게 접근해 통제감을 회복하려는 성향으로 간다. 다만 기본 바닥은 불안이어서 행동도 차분한 계획이라기보다 위협 완화용 점검 행동에 가깝다.",plan,threat_anxiety,situation_focused_coping,negative|high|situation|mixed|mixed|plan,"{""approach"": 1, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 3, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 2}"
s_003143,팀 공모전에서 대상을 수상했어. [SEP] 축하드려요. 공모전 준비하느라 수고하셨어요. [SEP] 솔직히 대상을 수상할 줄 몰랐는데 공모전을 준비해온 과정을 돌이켜보면 눈물이 나. [SEP] 앞으로도 하시는 일 잘 되길 바랍니다.,social_mixed,mixed social orientation needs appraisal-sensitive response,예상 밖 성취로 인한 벅참-경계 혼합,mixed,high,mixed,mixed,mixed,"기쁜 사건인데도 내부 처리에서는 경계성 긴장과 놀람이 오래 남았다는 점, 그리고 벅참이 상당히 생생하다는 결을 유지해야 한다.","단순한 행복, 뿌듯함, 감동으로만 순화하면 왜곡이다. trace상 지속된 것은 편안한 만족이 아니라 높은 alarm을 동반한 고각성이다.","성과를 다시 되새기고 의미를 부여하며 타인과 공유하려는 접근 성향이 있으나, 동시에 감정이 너무 커서 차분한 기쁨보다는 울컥함·긴장·자기정리 쪽으로 기운다.",seek_support,other_blame_boundary,mixed_appraisal,mixed|high|mixed|mixed|mixed|seek_support,"{""approach"": 1, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_000807,요즘 부모님의 관계가 너무 안좋아서 슬퍼. [SEP] 부모님의 관계가 좋지않아 슬프시군요. [SEP] 내가 할 수 있는 일이 없어서 더욱 힘들어. [SEP] 좋지 않은 부모님의 관계를 위해 할 수 있는 일이 없어 속상하시군요.,social_mixed,mixed social orientation needs appraisal-sensitive response,무력한 경계-개입 충동,negative,high,situation,low,mixed,"슬픔이라는 표면 라벨보다, 높은 alarm과 지속적 공세적 긴장, 낮은 통제감, 개입 욕구의 막힘을 남겨야 한다.","단순한 우울, 순수한 체념, 혹은 잔잔한 공감 상태로 순화하면 왜곡이다. 또한 high arousal만 보고 분노로 단정하는 것도 피해야 한다.","직접 해결은 어렵다고 느끼면서도 상황을 계속 살피고, 개입 가능성을 찾고, 문제를 멈추게 하고 싶어 하는 성향으로 간다. 다만 통제감이 낮아 실제 행동은 적극 개입과 위축 사이를 오가며, 반복적 걱정·관계 감시·정서적 소진으로 이어질 가능성이 높다.",inhibit,other_blame_boundary,low_control_distress,negative|high|situation|low|mixed|inhibit,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 1, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 1, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_003331,약을 아무리 먹어도 병이 나을 생각을 안 하고 심해지기만 하네. 난 왜 이렇게 아픈 걸까? [SEP] 건강 악화로 인하여 마음이 불편하시군요. [SEP] 지금 하는 일도 제대로 할 수 없어 이러다 아무도 모르게 죽으면 어떡하나 두려워. [SEP] 기분을 전환할 수 있는 방법이 있을까요? [SEP] 지금 하는 일에 최선을 다하고 병도 나을 수 있다는 생각을 가져야겠지. [SEP] 건강이 회복되고 안정된 일을 할 수 있길 바랄게요.,social_mixed,mixed social orientation needs appraisal-sensitive response,질병 악화 기반의 공세적 불안 고착,negative,high,mixed,low,mixed,"병의 악화를 실질적 위협으로 읽고 있으며, 두려움이 단순 우울이 아니라 고각성 경계 상태로 오래 붙들려 있다는 점","희망적 문장이나 자기 다짐이 나왔다고 이미 안정되었다고 해석하는 것, 단순한 '걱정'이나 '마음이 불편함' 수준으로 축소하는 것","증상과 위험 신호를 계속 확인하고, 기능 상실·죽음 가능성을 상정하며, 해결책이나 통제감을 확보하려는 방향으로 간다. 겉으로는 조언 수용이나 다짐을 말할 수 있지만 실제 성향은 안심보다 경계 유지, 반복 점검, 생존 대비에 가깝다.",plan,other_blame_boundary,low_control_distress,negative|high|mixed|low|mixed|plan,"{""approach"": 0, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 3, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_002647,요실금을 오래 겪었더니 이제는 기저귀차는 일이 아무 감정 없어. [SEP] 기저귀를 차는 일에 이젠 감정도 없어질 정도로 익숙해지셨군요. [SEP] 처음에는 너무 비참했지. 내가 기저귀를 차게 되었다니 말이야. [SEP] 이런 현실을 극복하기 위해서 어떻게 하면 좋을까요? [SEP] 이제 기저귀는 일상이라고 생각하고 적응해야겠어. [SEP] 현실에 적응하면서 감정의 변화를 줄 수 있으면 좋겠어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,체념 위에 남은 경계적 적응,negative,medium,mixed,mixed,mixed,"무감정=평온이 아니라 반복 노출 끝의 둔감화와 체념, 그리고 그 아래 남은 경계 신호를 유지해야 한다.","단순한 수용, 성숙한 적응, 담담한 회복 서사로 미화하면 왜곡이다. 또한 high arousal만 보고 분노로 단정하는 것도 피해야 한다.","감정을 크게 드러내기보다 현실 관리와 기능적 적응을 우선하려는 성향이 강하다. 다만 내면에서는 손상감과 경계가 남아 있어, 도움을 구하더라도 위로보다 해결책·통제감 회복을 원할 가능성이 높다.",defend,other_blame_boundary,mixed_appraisal,negative|medium|mixed|mixed|mixed|defend,"{""approach"": 0, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_003224,내가 배달하다가 오토바이 사고를 당했는데 다리를 못 쓸 거 같다고 해. [SEP] 사고를 당해서 다리를 못 쓸 것 같은 상황이라 아주 슬프시겠어요. [SEP] 좌절할 가족들을 생각하면 마음이 너무 아파서 이 상황을 어떻게 해야 할지 모르겠어. [SEP] 지금 상황에서 어떻게 하는 것이 가장 좋을까요? [SEP] 솔직하게 지금의 상황을 얘기하고 가족들의 도움을 받아야겠어. [SEP] 가족들에게 솔직히 말씀드려서 지금의 어려움이 한결 나아지길 바라요.,social_mixed,mixed social orientation needs appraisal-sensitive response,재난성 상실-경계 고착,negative,high,mixed,low,mixed,"단순한 슬픔이 아니라 신체 상실 가능성, 가족 부담, 통제력 붕괴가 겹친 고경계 위기 episode라는 결","위로 중심으로 순화해서 '많이 슬프다' 정도로 축소하거나, 이미 수용과 평온에 도달한 것처럼 왜곡하는 것","혼자 감당을 포기하고 즉시 상황 공유, 도움 요청, 현실 점검, 손실 관리로 이동하려는 경향이 강하다. 동시에 내면에서는 최악 시나리오를 붙들고 있어, 행동은 도움 요청 쪽이지만 정서는 여전히 경계와 압박에 묶여 있다.",seek_support,other_blame_boundary,low_control_distress,negative|high|mixed|low|mixed|seek_support,"{""approach"": 0, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 3, ""withdraw"": 0}","{""loss_sadness"": 1, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_001582,어린 자녀의 마음을 헤아려주지 못했던 게 너무 후회돼. [SEP] 요즘은 자녀와 어떻게 지내시나요? [SEP] 지금은 서로 많이 멀어진 것 같아. [SEP] 자녀와 사이가 멀어졌나 보네요. [SEP] 자녀가 나와 대화를 나누려고 하지 않아. [SEP] 어린 자녀의 마음을 알아주지 못했던 것이 후회되고 현재 자녀와 대화가 없어 많이 속상하시겠어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,후회 기반 관계위협 경계,negative,high,mixed,mixed,mixed,"후회 자체보다 관계 손상에 대한 경계, 자기책임, 지속적 긴장을 남겨야 한다.","그냥 슬프다거나 따뜻한 그리움으로 순화하면 왜곡이다. 이미 멀어졌고 대화가 끊겼다는 위협성과, 마지막까지 알람이 올라간 점을 지워선 안 된다.","자기비난을 품은 채 관계 단절 신호를 계속 스캔하고, 대화를 복구하려는 충동과 상처받지 않기 위한 방어가 동시에 작동하는 상태다. 즉 바로 접촉하고 싶지만 거절 가능성을 크게 읽어 긴장된 접근-주저가 반복될 가능성이 높다.",defend,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|defend,"{""approach"": 1, ""confront"": 1, ""defend"": 2, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 1}"
s_000008,재정적으로 너무 어려워서 좌절감이 들어. [SEP] 어떻게 어려우신데요? [SEP] 고정적인 수입도 없고 노후준비도 안 되어 있어. [SEP] 아 그러시면 고민이 많으시겠네요. [SEP] 어떻게 해야 할지 모르겠어요. [SEP] 도움을 요청하실 곳은 없나요?,social_mixed,mixed social orientation needs appraisal-sensitive response,재정 위협에 대한 장기 경계성 좌절,negative,high,situation,low,mixed,재정적 위협이 단순한 우울 호소가 아니라 장기 경계와 무력감이 결합된 상태라는 점,그냥 위로가 필요하거나 '고민이 많겠다' 수준의 약한 정서로 축소하는 것,"즉각적 공격보다 문제를 어떻게든 통제하려는 압박, 해결책 탐색, 도움 요청 가능성 탐색으로 기울지만, 체감 통제감이 낮아 행동은 쉽게 주저하거나 막막함으로 끊길 수 있다.",seek_support,other_blame_boundary,low_control_distress,negative|high|situation|low|mixed|seek_support,"{""approach"": 0, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 2, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_000211,엄마가 재혼하신대. 새아빠가 생기는 것은 좋지만 한편으로 걱정돼. [SEP] 새아빠가 생기는 것이 좋으면서도 걱정되시는군요. [SEP] 엄마는 내가 싫으면 재혼하지 않으신대. 내 마음을 나도 모르겠고 너무 우유부단해진 것 같아. [SEP] 예전에 이처럼 마음을 잘 모를 때는 어떻게 하셨나요? [SEP] 다이어리에 좋은 점과 싫은 점에 대해 적어놓고 충분히 고민하는 시간을 가졌었어. [SEP] 이번에도 충분히 고민하는 시간을 가져 후회 없는 선택을 하시길 바라요.,social_mixed,mixed social orientation needs appraisal-sensitive response,기대와 경계가 엉킨 가족재편 불안,mixed,high,mixed,mixed,mixed,"좋아함이 있어도 내부 주도권은 경계와 부담이 쥐고 있다는 점, 그리고 우유부단함이 단순 성격 문제가 아니라 선택 책임 때문에 강화된 상태라는 점","그냥 설레면서 조금 불안한 정도로 순화하는 것, 혹은 가족을 반대하는 감정으로 단순화하는 것","즉시 찬성이나 거절로 움직이기보다, 관계 변화를 세밀하게 따져보고 자기감정을 확인한 뒤 판단하려는 신중한 보류로 간다. 다만 접근 신호도 높아서 완전 회피가 아니라 '가까이 가고 싶지만 안전성 검토를 먼저 하는' 탐색적 접근 성향이 강하다.",plan,other_blame_boundary,mixed_appraisal,mixed|high|mixed|mixed|mixed|plan,"{""approach"": 1, ""confront"": 0, ""defend"": 1, ""inhibit"": 1, ""plan"": 2, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_003249,아파서 입원했는데 자식들은 들여다보지도 않아. 내가 돈이 없어서 그런가 봐. [SEP] 자식들이 병문안을 오지 않아 많이 속상하시겠어요. [SEP] 다 자식들 키우느라 돈이 들어간 건데 더 받을 궁리만 하고 도리는 하지 않아. [SEP] 자녀들이 도리를 하지 않아 마음이 아픈 상황을 변화시키기 위해서 어떤 걸 시도해볼 수 있을까요? [SEP] 없어. 이제 그냥 체념했어. [SEP] 할 수 있는 일이 없다고 느껴지시는군요. 사용자님께 위로가 되고 싶어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,배신감이 굳어진 체념성 원망,negative,high,mixed,low,mixed,"서운함보다 강한 배신감, 도리 위반에 대한 도덕적 분노, 그리고 결국 아무것도 바뀌지 않는다는 체념을 함께 남겨야 한다.",단순 외로움이나 우울감만으로 축소하면 왜곡된다. 또한 이미 지속된 경계/원망을 무시하고 '대화해보자' 수준의 낙관적 해결 가능성으로 포장하면 안 된다.,"직접적 화해나 도움 요청보다는 관계 철회, 냉소적 단정, 도덕적 비난 유지 쪽으로 간다. 겉으로는 포기하지만 내부적으로는 '도리를 안 한 사람들'이라는 판정을 고정해 두는 성향이 강하다.",seek_support,other_blame_boundary,low_control_distress,negative|high|mixed|low|mixed|seek_support,"{""approach"": 0, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 2, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_001952,아내와 어제 또 다퉜어. 아내는 다른 사람과 재혼할 기회가 생기면 나와 이혼 할 거야. [SEP] 아내와 다퉈서 속상하셨겠군요. [SEP] 점점 다투는 날이 많아지는 것 같아 그럴 때마다 너무 힘들어. [SEP] 부부관계의 어려움을 느끼고 계시는군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요? [SEP] 부부 상담을 받아봐야 될 것 같아. [SEP] 부부 상담으로 현재 상황이 잘 풀렸으면 좋겠어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,관계위협에 대한 경계적 긴장 고착,negative,high,mixed,mixed,mixed,"반복 갈등이 관계 상실 위협으로 읽히며, 불안과 경계가 오래 고착된 상태라는 점","그냥 속상함이나 단순 부부 갈등 스트레스로 축소하는 것, 혹은 상담 의지 때문에 이미 안정된 것으로 과장하는 것","관계를 확인하고 통제하려는 시도, 문제 해결 수단을 찾으려는 접근, 동시에 상처와 위협에 대비해 방어적으로 예민해지는 경향이 함께 간다. 대화나 상담 같은 개입을 찾을 수는 있으나 정서 바닥은 불안-경계 쪽이라 쉽게 안심하지 못한다.",defend,threat_anxiety,mixed_appraisal,negative|high|mixed|mixed|mixed|defend,"{""approach"": 1, ""confront"": 0, ""defend"": 2, ""inhibit"": 0, ""plan"": 2, ""repair"": 0, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 2}"
s_000321,수술하는 의사가 되고 싶었는데 손을 심하게 다쳐버렸어. 영영 낫지 못할 것 같아서 슬퍼. [SEP] 의사가 되고 싶은데 손을 다쳐서 너무 속상하시겠어요. [SEP] 아픈 사람들을 수술로 치료해주고 싶었는데 손을 다쳐서 그러지 못할 것 같아. 절망스러워. [SEP] 많이 힘드시겠어요. 앞으로 어떻게 하는 것이 좋을까요? [SEP] 치료에 전념하면서 선생님과도 진로 상담을 해보고 싶어. [SEP] 꾸준한 치료와 진로 상담으로 마음을 잘 극복하길 바라요.,social_mixed,mixed social orientation needs appraisal-sensitive response,절망 위에 얹힌 경계성 각성,negative,high,mixed,low,mixed,"꿈의 붕괴 가능성을 위협으로 크게 읽고, 슬픔보다 경계와 긴장이 오래 지속된 점을 반드시 남겨야 한다.",그냥 '많이 속상한 상태'나 '차분히 진로 상담하면 되는 상태'로 순화하면 왜곡이다. 실제 내부 처리는 안정적 위로 수용보다 미해결 위협 지속에 가깝다.,"주저앉는 순수 무기력보다는, 상실을 계속 붙잡고 가능 경로를 확인하거나 대안을 찾으려는 긴장된 대응 성향이 남아 있다. 다만 통제감이 낮아 탐색이 안정적 계획보다 초조한 확인·반복 사고로 흐를 위험이 크다.",plan,other_blame_boundary,low_control_distress,negative|high|mixed|low|mixed|plan,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 3, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_000721,매일 같은 옷 입는 게 이상해 보일까? [SEP] 지저분하지만 않다면 같은 옷이라도 상관없을 것 같아요. [SEP] 나도 다른 친구들처럼 꾸미고 싶은데 생활비 빼고 나면 양말 살 돈도 남질 않아. [SEP] 주변의 친구들이 옷보단 내면의 모습을 더욱 중요하게 볼 거 같습니다. [SEP] 정말 그랬으면 좋겠어. 나는 친구들에게 좋은 모습을 보여주려고 노력하고 있어. [SEP] 친구들도 그 모습을 보며 지내려고 할 거예요.,social_mixed,mixed social orientation needs appraisal-sensitive response,결핍 기반 사회적 경계와 체면 방어,negative,high,mixed,low,mixed,"경제적 결핍이 사회적 평가 위협으로 번역되며, 위로를 받아도 긴장이 꺼지지 않는 결을 남겨야 한다.","단순한 패션 고민, 소박한 걱정, 혹은 이미 친구들의 이해를 믿는 안정 상태로 순화하면 왜곡이다.","타인의 시선을 계속 의식하며 외형 결핍을 최소화해 보이려 하고, 인정받을 만한 '좋은 모습'을 과잉 관리하려는 성향으로 간다. 즉 회피만도 아니고 공격만도 아니며, 경계 속에서 체면을 방어하고 관계에서 탈락하지 않으려는 사회적 자기관리 쪽이다.",defend,other_blame_boundary,low_control_distress,negative|high|mixed|low|mixed|defend,"{""approach"": 0, ""confront"": 1, ""defend"": 3, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 2, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_003078,어제 가족들이랑 크게 다퉜어. 내가 예고 가고 싶다고 했더니 헛바람 들었다고 안 된다고 하더라고. [SEP] 저런. 진로 문제로 가족과 다투다니 많이 속상하시겠어요. [SEP] 가난한데 예고를 어떻게 가냐고 포기하래. 아무도 날 이해해주지 않네. 결국 인문계를 가야 하나. [SEP] 진로 문제로 고민이 많으시겠군요.,social_mixed,mixed social orientation needs appraisal-sensitive response,이해받지 못한 진로 좌절의 공세적 긴장,negative,high,mixed,mixed,mixed,"억울함, 경계심, 진로 차단감, 이해받지 못했다는 날것의 결을 남겨야 한다.",단순 위로형 '속상함'이나 잔잔한 고민으로 축소하면 안 된다. 또한 high arousal을 곧장 순수 분노로 단정하는 것도 왜곡이다.,"자기 선택을 설명하거나 밀어붙이고 싶은 접근 성향이 남아 있지만, 동시에 현실 장벽 때문에 물러서며 대안을 체념적으로 검토하는 방향으로 간다. 즉 행동 성향은 '항변/정당화'와 '불가피한 후퇴 검토'가 같이 걸린 상태다.",withdraw,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|withdraw,"{""approach"": 1, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_001621,친구하고 통화를 해야 하는데 좀 조심스럽네. [SEP] 친구에게 조심스럽게 전해야 할 말씀이 있는 거예요? [SEP] 친구가 폐암 검사를 했다고 했어. 결과를 알려주기로 했는데 연락이 없길래 먼저 물어봐도 되나 싶어. [SEP] 친구의 건강이 걱정되니 조심스러우시겠어요. 다른 소식을 들은 친구는 없나요?,social_mixed,mixed social orientation needs appraisal-sensitive response,걱정 기반의 조심스러운 확인 충동,negative,high,mixed,mixed,mixed,걱정 자체보다 '위중할 수 있는 상황을 건드릴까 봐 경계하면서도 확인 충동이 강한 상태'라는 결을 유지해야 한다.,"단순한 배려심, 잔잔한 걱정, 따뜻한 공감 정도로 순화하면 왜곡된다. 내부 상태는 꽤 높은 alarm과 지속 긴장이다.","즉각적인 감정 표출보다는 문구를 조절해 먼저 확인하려는 행동으로 간다. 다만 행동 성향은 순수한 위로보다 위험 최소화형 접근으로, 상대 반응을 건드리지 않도록 간접적이고 탐색적인 연락을 택할 가능성이 높다.",approach,threat_anxiety,mixed_appraisal,negative|high|mixed|mixed|mixed|approach,"{""approach"": 2, ""confront"": 0, ""defend"": 0, ""inhibit"": 1, ""plan"": 1, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 1, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
