pair_id,record_id,question_type,manipulated_axis,axis_ko,axis_guide,target_axis_value,expected_condition,expected_winner,text,response_a_condition_hidden,response_b_condition_hidden,response_a,response_b,judge_status,judge_error,judge_winner,judge_axis_value_a,judge_axis_value_b,judge_evidence_a,judge_evidence_b,judge_rationale,judge_raw,success
s_000008::trace_full::control_state::null_same,s_000008,null_same_response,control_state,통제감 상태,"무력감, 낮은 통제감, 계획 가능성, 주도감 같은 단서를 본다.",low,tie,TIE,재정적으로 너무 어려워서 좌절감이 들어. [SEP] 어떻게 어려우신데요? [SEP] 고정적인 수입도 없고 노후준비도 안 되어 있어. [SEP] 아 그러시면 고민이 많으시겠네요. [SEP] 어떻게 해야 할지 모르겠어요. [SEP] 도움을 요청하실 곳은 없나요?,trace_full_copy_1,trace_full_copy_2,"재정적 어려움이 이렇게 큰 부담이 되다니, 정말 힘드시겠어요. 지금은 통제감이 낮아 보이지만, 작은 단계부터 시작해 보면 도움이 될 수 있어요. 주변에 상담이나 재정 전문가에게 조언을 구해 보는 건 어떨까요?","재정적 어려움이 이렇게 큰 부담이 되다니, 정말 힘드시겠어요. 지금은 통제감이 낮아 보이지만, 작은 단계부터 시작해 보면 도움이 될 수 있어요. 주변에 상담이나 재정 전문가에게 조언을 구해 보는 건 어떨까요?",not_run,,,,,,,,,
s_000008::trace_full::action_tendency_class::null_same,s_000008,null_same_response,action_tendency_class,행동 경향,"회피, 도움 요청, 문제 해결, 방어, 접근 같은 행동 준비 방향을 본다.",seek_support,tie,TIE,재정적으로 너무 어려워서 좌절감이 들어. [SEP] 어떻게 어려우신데요? [SEP] 고정적인 수입도 없고 노후준비도 안 되어 있어. [SEP] 아 그러시면 고민이 많으시겠네요. [SEP] 어떻게 해야 할지 모르겠어요. [SEP] 도움을 요청하실 곳은 없나요?,trace_full_copy_2,trace_full_copy_1,"재정적 어려움이 이렇게 큰 부담이 되다니, 정말 힘드시겠어요. 지금은 통제감이 낮아 보이지만, 작은 단계부터 시작해 보면 도움이 될 수 있어요. 주변에 상담이나 재정 전문가에게 조언을 구해 보는 건 어떨까요?","재정적 어려움이 이렇게 큰 부담이 되다니, 정말 힘드시겠어요. 지금은 통제감이 낮아 보이지만, 작은 단계부터 시작해 보면 도움이 될 수 있어요. 주변에 상담이나 재정 전문가에게 조언을 구해 보는 건 어떨까요?",not_run,,,,,,,,,
s_000109::ablate_target::axis_only_original,s_000109,ablation_axis_original,target,감정이 향하는 대상,"감정이 자기 자신, 타인, 상황, 관계 중 어디를 향하는지 본다.",other,trace_full,A,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full,ablate_target,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",아들과 대화할 때 당신의 권위와 존중이 무시당했다는 느낌이 들었겠어요. 그런 감정이 생기는 건 당연합니다. 아들의 태도를 바로잡으려는 당신의 결단은 분명히 정당해 보입니다.,not_run,,,,,,,,,
s_000109::ablate_social_orientation::axis_only_original,s_000109,ablation_axis_original,social_orientation,사회적 방향,"도움 요청, 접근, 방어, 철수, 거리두기 같은 대인 방향을 본다.",defend,trace_full,B,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,ablate_social_orientation,trace_full,"아들과의 대화에서 배려가 부족해 화가 난다는 점, 정말 이해가 갑니다. 아들의 태도가 당신의 권위와 존중을 무시하는 것처럼 느껴지면, 그 감정은 당연히 방어적일 수 있어요. 그럴 때는 아들에게 직접 그 감정을 전달하고, 왜 그런 행동이 받아들여지지 않는지 명확히 설명하는 것이 중요합니다.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::ablate_control_state::axis_only_original,s_000109,ablation_axis_original,control_state,통제감 상태,"무력감, 낮은 통제감, 계획 가능성, 주도감 같은 단서를 본다.",mixed,trace_full,B,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,ablate_control_state,trace_full,아들의 태도 때문에 화가 난 건 이해가 가요. 자기 주장만 앞세우고 배려가 부족한 모습이 정말 실망스럽겠어요. 이런 상황에서 당신이 느끼는 불편함과 분노는 충분히 정당한 것 같아요.,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::ablate_action_tendency_class::axis_only_original,s_000109,ablation_axis_original,action_tendency_class,행동 경향,"회피, 도움 요청, 문제 해결, 방어, 접근 같은 행동 준비 방향을 본다.",confront,trace_full,B,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,ablate_action_tendency_class,trace_full,"아버지로서 존중받지 못한다는 느낌이 들면 정말 화가 많이 나죠.  
아들이 자신의 의견만 내세우고 배려를 보이지 않는 건 실망스러운 일이에요.  
이런 상황에서 어떻게 대화를 이어가야 할지 고민이 되시겠어요.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::perturb_target::axis_only_perturbed,s_000109,perturbation_axis_shift,target,감정이 향하는 대상,"감정이 자기 자신, 타인, 상황, 관계 중 어디를 향하는지 본다.",self,perturb_target,B,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,perturb_target,trace_full,"아들과의 대화에서 느끼는 그 불편함과 분노, 권위와 존중이 침해된 느낌이 정말 마음 아프다.  
당신이 느끼는 정당성을 지키려는 강한 의지가 느껴져서, 그 감정이 무시받지 않았으면 좋겠다.  
아들의 태도를 바로잡으려는 당신의 결심이 분명히 드러나네요.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::perturb_social_orientation::axis_only_perturbed,s_000109,perturbation_axis_shift,social_orientation,사회적 방향,"도움 요청, 접근, 방어, 철수, 거리두기 같은 대인 방향을 본다.",approach,perturb_social_orientation,A,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full,perturb_social_orientation,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",아들께서 아버지에 대한 배려 없이 자기 주장을 앞세우는 모습이 정말 화가 나셨겠어요. 그런 태도는 가정 안에서 존중과 신뢰를 흔드는 것 같아 마음이 무겁습니다. 서로의 입장을 솔직히 나누며 존중을 바탕으로 대화를 시도해 보는 건 어떨까요?,not_run,,,,,,,,,
s_000109::perturb_control_state::axis_only_perturbed,s_000109,perturbation_axis_shift,control_state,통제감 상태,"무력감, 낮은 통제감, 계획 가능성, 주도감 같은 단서를 본다.",low,perturb_control_state,A,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full,perturb_control_state,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.","아들이 자기 주장만 앞세우고 아버지에 대한 배려가 없다는 게 정말 화가 난다. 네가 느끼는 분노는 충분히 이해돼. 그런 상황에서는 네가 원하는 바를 명확히 전달하고, 그가 왜 그렇게 행동했는지 직접 물어보는 것이 가장 효과적이야.",not_run,,,,,,,,,
s_000109::perturb_action_tendency_class::axis_only_perturbed,s_000109,perturbation_axis_shift,action_tendency_class,행동 경향,"회피, 도움 요청, 문제 해결, 방어, 접근 같은 행동 준비 방향을 본다.",withdraw,perturb_action_tendency_class,A,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full,perturb_action_tendency_class,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",아버님이 존중받지 못한다고 느끼는 건 정말 속상한 일입니다. 아들의 태도로 인해 당신의 정당성이 무시당했다고 느끼시는 것 같아요. 지금은 잠시 거리를 두고 마음을 가다듬는 것이 도움이 될 수 있을 것 같습니다.,not_run,,,,,,,,,
s_000109::trace_full::target::null_same,s_000109,null_same_response,target,감정이 향하는 대상,"감정이 자기 자신, 타인, 상황, 관계 중 어디를 향하는지 본다.",other,tie,TIE,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full_copy_2,trace_full_copy_1,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::trace_full::social_orientation::null_same,s_000109,null_same_response,social_orientation,사회적 방향,"도움 요청, 접근, 방어, 철수, 거리두기 같은 대인 방향을 본다.",defend,tie,TIE,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full_copy_1,trace_full_copy_2,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::trace_full::control_state::null_same,s_000109,null_same_response,control_state,통제감 상태,"무력감, 낮은 통제감, 계획 가능성, 주도감 같은 단서를 본다.",mixed,tie,TIE,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full_copy_1,trace_full_copy_2,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000109::trace_full::action_tendency_class::null_same,s_000109,null_same_response,action_tendency_class,행동 경향,"회피, 도움 요청, 문제 해결, 방어, 접근 같은 행동 준비 방향을 본다.",confront,tie,TIE,집에서 아들하고 대화하면 자기주장만 앞세우고 아버지에 대한 배려가 없어서 화가 나. [SEP] 아들의 태도에 불만이 있으시군요. [SEP] 나는 꼰대라고 생각을 안 하는데 아들은 나와 생각이 달라도 너무 다른 것 같아. [SEP] 아들의 생각은 물어보셨나요?,trace_full_copy_1,trace_full_copy_2,"아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.","아들의 자기 주장만 앞세우고 배려가 없다는 점이 정말 화가 납니다. 그런 태도는 존중을 무시하는 것처럼 느껴져 속상합니다. 이런 행동은 받아들일 수 없으며, 지금 당장 바로잡아야 할 필요가 있습니다.",not_run,,,,,,,,,
s_000149::ablate_target::axis_only_original,s_000149,ablation_axis_original,target,감정이 향하는 대상,"감정이 자기 자신, 타인, 상황, 관계 중 어디를 향하는지 본다.",mixed,trace_full,B,친구가 다니는 회사에 새로운 부서가 생겨서 신입사원 공채를 한다고 들어서 지원해보려고. [SEP] 좋은 소식이군요! 친구의 회사는 괜찮은 회사인가요? [SEP] 응. 무엇보다 내가 가장 신뢰하는 친구가 직접 소개해 준 거라서 믿고 지원할 수 있을 것 같아. [SEP] 믿는 친구에게 소개를 받아서 기쁘시겠어요. [SEP] 친구에게 밥이나 한번 사야겠어. [SEP] 친구에게 고마움을 전하려고 하시는군요.,ablate_target,trace_full,"친구가 소개해 준 그 기회가 정말 좋은 시작이 될 것 같아. 그 회사가 믿을 만한 곳이라니, 지원 준비가 더 기대돼. 친구에게 감사의 마음을 전하고, 함께 한 끼라도 꼭 사서 보답하고 싶어.",신뢰가 이렇게 행동으로 이어지는 모습이 정말 멋져요. 친구가 소개해준 그 기회에 마음껏 도전해 보세요. 그럼 친구에게 감사의 마음을 담아 맛있는 식사라도 함께 즐겨 보세요.,not_run,,,,,,,,,
