text,label,persona_id,talk_id,profile_id,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,dopamine,serotonin,norepinephrine,melatonin
면접에서 부모님 직업에 대한 질문이 들어왔어. [SEP] 그때 어떤 생각이 들었나요? [SEP] 무척 당혹스러웠어. 부모님 직업이 면접에 영향을 줄 것 같았어. [SEP] 그런 면접 상황에 무척 놀라셨군요. 어떻게 답하셨는지 여쭤봐도 될까요?,E35,Pro_05366,Pro_05366_00021,Pro_05366,-0.09410449,-0.21237965,-0.2656167,-0.2258555,0.09408337,0.11412417,-0.13493727,-0.066196956,0.03629392,0.24455999,0.028455002,-0.1923718,-0.09643317,-0.045639213,-0.051058684,0.08454225,-0.059638023,-0.2813099,-0.20461182,0.024335926,-0.07843336,0.051300768,-0.06598676,-0.15109424,-0.080190085,-0.0831626,-0.36440426,0.2016313,-0.23556066,0.242881,-0.2650297,-0.10460872,-0.2401855,-0.13329343,0.08563329,0.34873423,0.038725283,0.10712108,-0.14913802,-0.018033683,-0.20699072,0.22227916,-0.16346599,-0.11250076,-0.08457126,-0.07738986,0.132369,-0.088761605,0.03473157,-0.12590656,-0.5032361,0.12993161,0.15395166,-0.2865419,-0.10831845,-0.082898736,0.022764431,-0.17715588,0.28068635,0.045123175,0.004013312,0.14391564,0.1673721,0.13729675,0.2258584,0.3410426,0.4198449,0.2877078
큰일이야. 부장님께 결재받아야 하는 서류가 사라졌어. 한 시간 뒤에 제출해야 하는데 어디로 갔지? [SEP] 중요한 서류가 사라져서 당혹스러우시군요. 찾아볼 방법이 있을까요? [SEP] 혹시 과장님이 가져가신 건 아닌지 여쭈어보고 올까? 괜히 그랬다가 서류 잃어버렸다고 혼나면 어쩌지. [SEP] 혼이 날까 봐 과장님께 서류의 행방을 물어보는 것이 고민되시는군요.,E35,Pro_05366,Pro_05366_00054,Pro_05366,-0.04826494,-0.2323573,-0.27741194,-0.27617717,0.14075181,0.0930651,-0.16488074,-0.049645755,0.043809235,0.26528937,0.03212276,-0.1848435,-0.11256311,-0.073091656,-0.101893574,0.044822033,-0.09318939,-0.27845424,-0.21458621,0.085916504,-0.034201466,0.028067682,-0.08125314,-0.155405,-0.12935053,-0.09950001,-0.35344163,0.19391832,-0.26188987,0.24669005,-0.29092807,-0.07748222,-0.22876161,-0.06254997,0.07945123,0.36843595,0.06353399,0.09564745,-0.15733495,0.0015079367,-0.2340272,0.24921168,-0.13593405,-0.08337707,-0.09176274,-0.043080334,0.09791539,-0.10084788,0.05880068,-0.11203003,-0.5368482,0.12623923,0.21365395,-0.3601512,-0.12983033,-0.049530435,0.09601736,-0.18258095,0.28398156,0.03189458,-0.01482602,0.20670272,0.16493896,0.13510779,0.18937995,0.28880054,0.4886573,0.32987085
나 얼마 전에 면접 본 회사에서 면접 합격했다고 연락받았었는데 오늘 다시 입사 취소 통보받아서 당혹스러워. [SEP] 회사에서 합격 통보받았다가 다시 입사 취소되어서 당혹스러우시군요. [SEP] 코로나바이러스 때문에 그렇다고 하는데 이럴 거면 아예 면접을 보지 말 걸 그랬나 봐. [SEP] 차라리 면접을 보지 않았으면 더 좋았겠단 생각이 드시는군요.,E35,Pro_05366,Pro_05366_00010,Pro_05366,-0.07430976,-0.19299522,-0.26529288,-0.20669767,0.09743093,0.09027232,-0.15706985,-0.06917429,0.032251507,0.24083759,0.002571607,-0.19825278,-0.1137109,-0.039671592,-0.056197368,0.06272716,-0.06421974,-0.27579388,-0.22356875,0.037035804,-0.084936805,0.033232123,-0.08358001,-0.16838706,-0.09846996,-0.084739536,-0.36013806,0.18707892,-0.23894225,0.25601384,-0.24184717,-0.07510251,-0.23351404,-0.13439153,0.0874667,0.35384268,0.0677203,0.08163857,-0.16013114,-0.008876146,-0.20582914,0.24299127,-0.15097392,-0.08110495,-0.09983783,-0.06581838,0.12906794,-0.0949166,0.019722598,-0.11884931,-0.51093465,0.13958392,0.15891346,-0.29705378,-0.146632,-0.10552183,0.048840087,-0.16492596,0.2762179,0.039214328,0.0043102833,0.13209766,0.15053515,0.1324956,0.24737671,0.29852673,0.42041895,0.31620473
길을 가다가 우연히 마주친 동네 아주머니께서 취업했냐고 물어보셔서 당황했어. [SEP] 취업에 대한 질문이 당혹스러우셨군요. [SEP] 평소 친한 것도 아닌데 갑자기 취직했냐고 물어보시니 당황했지. 당당하게 취업했다고 말하지 못해서 더 곤란했어. [SEP] 취직에 관해 물어보셔서 당혹스러운 상황이었군요.,E50,Pro_05381,Pro_05381_00005,Pro_05381,-0.1103894,-0.17252375,-0.25676247,-0.19071026,0.067087166,0.10372488,-0.113634184,-0.068177596,0.026115146,0.22456008,0.017659876,-0.18628421,-0.09113568,-0.026116444,-0.020616306,0.08343819,-0.029983127,-0.2648549,-0.20112401,0.0022034163,-0.10436665,0.06083294,-0.06893992,-0.13273706,-0.04430799,-0.060956497,-0.35822022,0.20332512,-0.20521739,0.23147123,-0.22653244,-0.10528467,-0.23100114,-0.16538835,0.08798083,0.3331086,0.025757445,0.09964025,-0.14594907,-0.01844447,-0.18422325,0.20724884,-0.16849746,-0.11950701,-0.09042818,-0.09216333,0.14576049,-0.07610144,0.00818429,-0.12610766,-0.4729542,0.14267805,0.12487967,-0.23756036,-0.09581904,-0.10946326,-0.0068514314,-0.16863994,0.2628218,0.043554954,0.022277994,0.099114075,0.1566524,0.13835362,0.23696747,0.34853193,0.35914913,0.277744
어제 합격 통보를 받은 회사에서 문자를 잘못 발송했다고 연락이 왔어. 너무 당혹스럽고 속상해. [SEP] 잘못 발송된 문자로 당황하셨군요. 사과는 받으셨나요? [SEP] 물론 사과는 받았지. 하지만 대기업에서 이런 사소한 실수를 하다니 정말 실망이야. [SEP] 대기업의 실수 때문에 실망감을 느끼시는군요.,E50,Pro_05381,Pro_05381_00027,Pro_05381,-0.093700245,-0.2020469,-0.26116818,-0.19565643,0.08278018,0.10893751,-0.14490749,-0.07617446,0.033271916,0.23593491,0.008271341,-0.2027043,-0.10232262,-0.036313884,-0.042474538,0.08756295,-0.057771537,-0.28202015,-0.21389352,0.012323501,-0.09437203,0.044114448,-0.07044895,-0.16978446,-0.08557808,-0.086572886,-0.36489537,0.18985933,-0.23615886,0.25443396,-0.24727131,-0.09253307,-0.24181966,-0.15476584,0.0877288,0.34488043,0.055722676,0.096072264,-0.15225233,-0.020037811,-0.19674407,0.22931036,-0.16281573,-0.096390575,-0.08970749,-0.07832695,0.13931935,-0.09193731,0.021856546,-0.12556443,-0.49850062,0.13196054,0.13658023,-0.27421921,-0.13242915,-0.104664,0.01697927,-0.16565293,0.28034654,0.04836952,0.005902669,0.11940289,0.15803143,0.13165468,0.2551346,0.325305,0.40668792,0.28829277
나 오늘 첫 출근 했는데 너무 당황스러웠어! [SEP] 무슨 일 있었나요? [SEP] 버스 타고 카드를 찍으려고 하는데 지갑을 바꿔서 가져오느라고 교통 카드를 안 가져온 거야. [SEP] 카드가 없어서 너무 당황스러웠겠어요.,E50,Pro_05381,Pro_05381_00007,Pro_05381,-0.12964489,-0.20861337,-0.2539231,-0.15982793,0.050362166,0.1380681,-0.1311223,-0.0945945,0.032366894,0.22634366,0.0077232597,-0.21758397,-0.09005751,-0.020043371,-0.009404082,0.13135104,-0.044050775,-0.29725477,-0.20755954,-0.039521467,-0.12483184,0.059888616,-0.052645072,-0.18337192,-0.06169385,-0.08720427,-0.38058412,0.19352643,-0.23096694,0.26139876,-0.24440794,-0.11792101,-0.26090035,-0.20880209,0.09271953,0.33383563,0.04317862,0.111736596,-0.14608301,-0.041041587,-0.18175955,0.21302707,-0.18759896,-0.11794149,-0.07842169,-0.10354713,0.16671719,-0.089311995,0.013699607,-0.13985434,-0.48214188,0.12605594,0.08931171,-0.22639272,-0.12432454,-0.12415806,-0.040575903,-0.16332841,0.29000163,0.06460161,0.012328812,0.0796147,0.16653201,0.13143626,0.29195425,0.37100783,0.37616447,0.24997322
이번에 직장을 이직했는데 글쎄 만나고 싶지 않은 사람을 만나서 아주 당황스럽더라고. [SEP] 이직하신 직장에서 만나고 싶지 않으신 분을 만나서 많이 당황하신 거 같아요. [SEP] 정말 다시는 만나고 싶지 않았던 사람인데. 이제 어떻게 해야 할지 막막함에 너무 힘들어. [SEP] 새 직장에서 만나고 싶지 않은 사람을 만나서 너무 스트레스를 받으실 것 같아요.,E50,Pro_05381,Pro_05381_00039,Pro_05381,-0.09503476,-0.12532637,-0.27123427,-0.2203906,0.08562224,0.0653448,-0.11730054,-0.048188988,0.016629498,0.24159975,0.02324538,-0.16729179,-0.11736212,-0.010383389,-0.018797163,0.029517071,-0.01777913,-0.25443336,-0.22554913,0.038382664,-0.106446035,0.057779226,-0.100017436,-0.0993858,-0.02199335,-0.022370435,-0.36915022,0.23007691,-0.18542658,0.22529995,-0.19899875,-0.092283286,-0.22006811,-0.15236972,0.09848494,0.36613804,0.017222546,0.06761504,-0.1751369,0.0028450561,-0.21852069,0.22791919,-0.16655134,-0.1266674,-0.12028907,-0.08854157,0.14866425,-0.07192719,-0.017412318,-0.12363847,-0.50882965,0.1851514,0.17039944,-0.25833255,-0.09942739,-0.13760014,0.04211828,-0.18301593,0.2516441,0.016542867,0.039355643,0.103949755,0.14706528,0.16163349,0.2231926,0.34704694,0.357653,0.3566779
코로나 때문에 뭘 할 수가 없어. 취직 준비를 해야 하는데 시험이 줄줄이 취소되니 말이야. 마비라는 말이 이럴 때 참 어울리는 것 같아. [SEP] 코로나로 취업이 어렵군요. 시험도 줄줄이 취소되고요. [SEP] 자격증 시험은 못 보지만 공부는 계속해서 할 수 있지. 주어진 상황이 이러니 일단 공부라도 열심히 해봐야겠네. [SEP] 시험은 못 보지만 공부는 계속하실 계획이시군요.,E25,Pro_05356,Pro_05356_00044,Pro_05356,-0.05513711,-0.19528046,-0.27245298,-0.2508468,0.1237296,0.07720265,-0.1538192,-0.04957728,0.03466964,0.25198993,0.020202443,-0.17950974,-0.11454559,-0.056130294,-0.0804905,0.034522716,-0.071186006,-0.26442537,-0.2180226,0.07579014,-0.05471454,0.03150756,-0.08977718,-0.14173423,-0.104326844,-0.07960454,-0.349354,0.19541119,-0.2386652,0.24015293,-0.2563758,-0.07137152,-0.21974295,-0.08531952,0.08262371,0.361596,0.058377504,0.08227232,-0.16006158,0.005031264,-0.22100699,0.24422939,-0.13725504,-0.083698064,-0.101885416,-0.051512327,0.10756778,-0.092308246,0.034077484,-0.11069517,-0.5208826,0.14177538,0.19840457,-0.33013004,-0.12801877,-0.076145016,0.08421335,-0.1757131,0.26907128,0.02688932,0.00036040318,0.17305379,0.15311858,0.13748716,0.20001179,0.28662136,0.4442948,0.33594868
오늘 회사에서 큰 실수를 한 것 같아. [SEP] 무슨 실수를 하셨나요? [SEP] 중요한 발표가 있었는데 많은 사람 앞에서 말을 해야 해서 몸이 굳어버렸어. [SEP] 준비 많이 하셨는데 힘드셨겠어요.,E25,Pro_05356,Pro_05356_00015,Pro_05356,-0.07105023,-0.20375663,-0.26921782,-0.25285676,0.1150372,0.092834584,-0.13567403,-0.049713418,0.03610739,0.24814935,0.0330103,-0.17605956,-0.100051366,-0.05827357,-0.07250842,0.052184448,-0.06395996,-0.26456916,-0.2027766,0.061266337,-0.0546438,0.044323675,-0.07664803,-0.13029802,-0.0891185,-0.07845431,-0.34830293,0.20111226,-0.23250765,0.22980654,-0.26551244,-0.089980654,-0.22211087,-0.09064828,0.080411255,0.3513845,0.039349027,0.09948069,-0.14918803,-0.0022517703,-0.21308637,0.2263983,-0.1450037,-0.10253732,-0.0906306,-0.06108144,0.11076839,-0.086322375,0.04100293,-0.11462019,-0.50598884,0.13360122,0.18575424,-0.31308988,-0.10150936,-0.06350249,0.058491513,-0.17960016,0.26865548,0.032714844,0.0017908233,0.17179544,0.16180724,0.13772117,0.18899737,0.3121732,0.43205172,0.3082095
요즘 취업 관련해서 떠올리기만 해도 온몸이 마비될 것 같아. [SEP] 온몸에 마비될 것 같은 기분이 드신다니 현재 어떤 상황인지 여쭤봐도 될까요? [SEP] 현재 취업 준비생인데 취업 문이 갈수록 좁아진 데 비해 나 같은 취업 준비생들은 점점 늘어나니 내가 정말 취업을 할 수 있을지를 생각하면 온몸이 얼어붙는 기분이야. [SEP] 갈수록 힘들어지는 취업에 대해 생각하실 때마다 온몸이 마비된 기분에 사로잡혀 계시는가 보네요. 이 기분에서 벗어나려면 어떻게 하면 좋을까요?,E25,Pro_05356,Pro_05356_00019,Pro_05356,-0.021783397,-0.2098744,-0.29209763,-0.29478034,0.16467312,0.061104093,-0.19527288,-0.04165378,0.03969386,0.28592166,0.022823147,-0.18448453,-0.14669093,-0.06311293,-0.11334995,0.0010345053,-0.10272436,-0.28306633,-0.249525,0.12087839,-0.034616165,0.010080626,-0.11175136,-0.16114591,-0.14242566,-0.08576338,-0.36919516,0.20394145,-0.2681711,0.2631621,-0.27639866,-0.05197895,-0.22836824,-0.05098458,0.0896874,0.40482625,0.08471142,0.060203683,-0.18958795,0.018408252,-0.27013537,0.28633,-0.13006917,-0.06669182,-0.11987871,-0.029863067,0.098656245,-0.11042426,0.041522242,-0.10959302,-0.5824163,0.15736733,0.25546408,-0.39851606,-0.16952896,-0.079780236,0.15478674,-0.18924855,0.28767127,0.012610786,-0.011236496,0.21697994,0.15426318,0.1491559,0.20217706,0.26497573,0.5190547,0.40918493
어제도 야근 오늘도 야근이야. 너무 힘들어. [SEP] 야근이 많아서 힘드신 것 같아요. 어떤 상황인지 자세히 말씀해 주시겠어요? [SEP] 솔직히 말하자면 굳이 야근할 일이 아니야. 근데 상사가 자꾸 야근을 시키니 미치겠어. [SEP] 안 해도 될 야근을 하는 것 같아 더 스트레스받으시는 것 같군요.,E25,Pro_05356,Pro_05356_00012,Pro_05356,-0.0022770574,-0.16725628,-0.3006736,-0.35463378,0.19199368,0.021439042,-0.16265136,0.0006379671,0.032772735,0.29254285,0.054614834,-0.13474151,-0.1448795,-0.073144615,-0.12806377,-0.063065425,-0.08204654,-0.24270238,-0.23628817,0.17879939,-0.0005404241,0.020508103,-0.12982641,-0.076615594,-0.10736969,-0.042998873,-0.34564686,0.23229492,-0.23143542,0.21526209,-0.26527148,-0.049986254,-0.1907388,0.016504992,0.08471876,0.4108346,0.04338292,0.05259071,-0.19054161,0.04807812,-0.28512958,0.273493,-0.11107508,-0.089170516,-0.13315049,-0.019094642,0.071666434,-0.08977396,0.040226623,-0.09504055,-0.5791172,0.18249337,0.31060827,-0.41579372,-0.11116952,-0.050210997,0.19807394,-0.20833647,0.2538505,-0.018330336,0.0038285702,0.25498632,0.1504685,0.16699414,0.11148783,0.2602328,0.5034247,0.44977808
우리 회사는 정말 사내 분위기가 좋아. [SEP] 사내 분위기가 좋아서 즐거우시군요. [SEP] 즐거운 일이 매일 생길 거 같은 기분이야. 내가 원하는 진로로 취업해서 더 그런 거 같아. [SEP] 원하는 진로에 맞춰서 취업해서 더욱 만족스럽군요.,E64,Pro_05395,Pro_05395_00025,Pro_05395,-0.17111023,-0.14604157,-0.24344613,-0.089742295,-0.0033482169,0.13319525,-0.103830345,-0.1086579,0.015067273,0.20164113,-0.010751317,-0.22116596,-0.08963463,0.027353771,0.05711804,0.14557353,0.005485152,-0.29059166,-0.21528451,-0.09750244,-0.18729071,0.07898269,-0.05698486,-0.17075264,0.005214618,-0.047847643,-0.3948678,0.20652212,-0.18605462,0.25942338,-0.17976296,-0.12976032,-0.26510328,-0.29241636,0.106131606,0.32291391,0.022675266,0.09724417,-0.15363725,-0.051340226,-0.15730846,0.19680378,-0.21430221,-0.14066267,-0.09149204,-0.14027108,0.21010388,-0.07375413,-0.039799437,-0.15202376,-0.45189738,0.15599082,0.029980857,-0.13402635,-0.118255235,-0.19309054,-0.101654,-0.15425736,0.27572095,0.066182435,0.046121337,-0.013097386,0.1543447,0.14139037,0.34523118,0.4127935,0.2799469,0.24464303
오늘 내가 다니는 회사가 참 좋은 직장이라는 생각이 들었어. [SEP] 직장이 좋으시군요. 자세히 알려주실 수 있나요? [SEP] 회사에서 내가 제안한 프로젝트를 항상 긍정적으로 검토해주시고 의견에 귀를 기울여주시거든. 이렇게 서로 존중하면서 소통할 수 있는 우리 회사가 아주 좋아. [SEP] 존중하며 소통하는 직장에 크게 만족감을 느끼는군요.,E64,Pro_05395,Pro_05395_00019,Pro_05395,-0.18114303,-0.17400186,-0.24296874,-0.05499323,-0.015701156,0.1564834,-0.13299373,-0.13505945,0.019621544,0.20605592,-0.029566377,-0.2542877,-0.09909157,0.03712715,0.06552876,0.18103881,-0.01165198,-0.32263327,-0.23296814,-0.13070898,-0.2097809,0.07019914,-0.050265882,-0.22745484,-0.019617422,-0.07272487,-0.41864294,0.19436812,-0.21454616,0.29587966,-0.18921208,-0.13056935,-0.2934533,-0.3329374,0.11328539,0.33159688,0.051908523,0.09671982,-0.16233824,-0.06918945,-0.16081177,0.21489114,-0.22945097,-0.12799571,-0.08817978,-0.14671627,0.23055899,-0.09056324,-0.041377645,-0.16381112,-0.47255605,0.14705867,0.0017501592,-0.13230672,-0.16434596,-0.21891259,-0.11909453,-0.14660281,0.30280387,0.082868464,0.0367656,-0.035061482,0.15810452,0.13547888,0.40991747,0.4205867,0.3023872,0.23739451
회사에서 전공시험을 봤어. 오늘 시험 결과가 나왔어. [SEP] 시험 결과가 어떠셨나요? [SEP] 열심히 준비한 만큼 원하던 점수가 나왔어. [SEP] 준비한 만큼 점수가 잘 나와서 만족스러우시겠어요.,E64,Pro_05395,Pro_05395_00044,Pro_05395,-0.1510586,-0.17513695,-0.24706092,-0.13242169,0.024216728,0.13460034,-0.10628808,-0.095845215,0.023515074,0.21070486,0.005203036,-0.21102157,-0.08269778,-0.0009579879,0.022316933,0.13550033,-0.014576998,-0.28563538,-0.20193982,-0.06421489,-0.14937188,0.073997505,-0.052031193,-0.16208918,-0.021165237,-0.063854195,-0.3796659,0.2018421,-0.2014899,0.24896862,-0.21359472,-0.12737073,-0.25610775,-0.24071643,0.09609311,0.32139146,0.022693202,0.10998961,-0.1431546,-0.044021506,-0.16431579,0.19533142,-0.19781618,-0.13488913,-0.08156811,-0.12169332,0.18267424,-0.07629503,-0.009204426,-0.1433147,-0.45568413,0.13852258,0.061792172,-0.17672339,-0.10396289,-0.14687985,-0.07410564,-0.16023609,0.27606487,0.06387957,0.030496657,0.039149918,0.16149014,0.13600118,0.29970968,0.39334488,0.3202355,0.23830909
면접관에게 완전히 속았어. 면접일에 알려준 연봉과 실수령액이 꽤 차이가 나네. [SEP] 연봉과 실수령액이 차이가 나시는군요. [SEP] 회사 내규가 바뀌어서 신입 연봉은 체계가 다르다네. [SEP] 신입 연봉체계가 다르시군요.,E42,Pro_05373,Pro_05373_00018,Pro_05373,-0.07884556,-0.18770644,-0.26315066,-0.23818196,0.10219399,0.08956504,-0.12081461,-0.04912139,0.032079957,0.23583269,0.030178113,-0.17044088,-0.0923595,-0.053305276,-0.060441524,0.053342637,-0.04948203,-0.2529923,-0.19475935,0.05165457,-0.06233782,0.050407957,-0.074692026,-0.11726479,-0.07217873,-0.069895975,-0.3395712,0.19980201,-0.21694526,0.2193552,-0.25034726,-0.09178422,-0.21455535,-0.09994543,0.07874112,0.33803257,0.030106213,0.1006262,-0.14206073,-0.0024911151,-0.19714555,0.21373741,-0.14486243,-0.10649774,-0.08957766,-0.067142054,0.11287955,-0.07843231,0.032837085,-0.11301167,-0.48384407,0.13467255,0.17068806,-0.2887525,-0.08786681,-0.06716891,0.04106136,-0.17476825,0.25749305,0.033121772,0.009142074,0.15444309,0.15755007,0.13569847,0.18546408,0.3140769,0.40094423,0.2935353
지인이 취업시켜준다면서 사기를 쳤어. 배신감이 들어. [SEP] 지인에게 당한 사기라 더 배신감이 크시군요. 무슨 일이 있었는지 알려주시겠어요? [SEP] 취업시켜준다면서 십만 원을 달라고 하더니 받고는 잠적했어. 그래도 나름 믿었던 사람이었다고! [SEP] 믿었던 사람이라 배신감이 더 크시군요.,E42,Pro_05373,Pro_05373_00036,Pro_05373,-0.10466265,-0.1794049,-0.28784555,-0.27183717,0.10811141,0.100185014,-0.12883207,-0.0487648,0.02871698,0.2774009,0.05815012,-0.17686085,-0.12109071,-0.019946612,-0.032535326,0.05257971,-0.04289381,-0.2930013,-0.23000243,0.039881505,-0.09149041,0.06552472,-0.08778777,-0.11263935,-0.033471864,-0.034408532,-0.403282,0.25532365,-0.21620955,0.23980975,-0.25566623,-0.12395666,-0.25076365,-0.1442186,0.10510877,0.39803416,0.0048816823,0.08918908,-0.18662448,-0.00864159,-0.26269114,0.23811404,-0.18811905,-0.15767898,-0.110187866,-0.093009904,0.1571637,-0.08414141,0.010365601,-0.13959385,-0.55771005,0.18022695,0.19787353,-0.29905784,-0.09305103,-0.11863116,0.05100185,-0.21027888,0.28603047,0.021249149,0.026255574,0.14835624,0.17620839,0.17689574,0.22040527,0.40185082,0.42625514,0.3696712
우리 부모님은 나를 버린 거나 다름없어. 내가 진로에 대해 걱정을 할 때 나를 걱정 해주거나 돌봐 주지를 않았어. [SEP] 부모님으로부터 서운한 감정이 드시는 거군요. 진로에 대한 걱정을 부모님께 솔직히 털어놓아 보셨나요? [SEP] 솔직히 말해보고 부모님의 의견도 들어보고 싶었는데 나 보고 알아서 하래. 나도 잘 모르겠는데 말이지. [SEP] 부모님의 조언을 듣고 싶었는데 진중한 조언은 듣지 못했던 거군요. 당신의 상황과 감정을 여러 차례 부모님께 표현을 해보신 건가요?,E49,Pro_05380,Pro_05380_00021,Pro_05380,-0.08967332,-0.20461108,-0.26757815,-0.22796527,0.09719414,0.1065598,-0.13816504,-0.06389389,0.034714825,0.24659441,0.026397932,-0.1906337,-0.10188697,-0.043132573,-0.051751066,0.07505645,-0.058904804,-0.27953506,-0.21000762,0.030761369,-0.07914149,0.048755333,-0.07201943,-0.14893408,-0.07975942,-0.07856466,-0.365433,0.20350821,-0.23374635,0.2436987,-0.25935516,-0.09958356,-0.23812236,-0.13132831,0.08719299,0.3538179,0.04103012,0.10016006,-0.15425438,-0.014209316,-0.21160764,0.22749802,-0.16175085,-0.1098358,-0.09015308,-0.0754414,0.13222763,-0.089058265,0.029996883,-0.124788634,-0.5090633,0.13649283,0.16079499,-0.2909486,-0.11327315,-0.088864274,0.03246334,-0.17776467,0.27894786,0.040939365,0.0060749464,0.14372948,0.16435473,0.13980763,0.226355,0.335977,0.42042238,0.3013829
계속 취업이 안 되니까 버려진 기분이야. [SEP] 계속 취업이 안 돼서 버려진 기분이군요. [SEP] 내가 능력이 없어서 취업이 안 되나 봐. 진짜 살기 싫어. [SEP] 취업 실패로 인해 자신감이 많이 떨어진 것 같네요. 힘내시길 바랄게요!,E49,Pro_05380,Pro_05380_00002,Pro_05380,-0.11967985,-0.16309723,-0.25617242,-0.17179668,0.0554659,0.10519598,-0.1163951,-0.075868815,0.023037536,0.22284485,0.009883373,-0.1939623,-0.09622347,-0.012796694,-0.0053580524,0.09033365,-0.023720114,-0.27125612,-0.20981221,-0.014221604,-0.12283129,0.061968915,-0.07114201,-0.14209807,-0.03558785,-0.055945415,-0.36880153,0.20553198,-0.20205522,0.24028602,-0.21392725,-0.106634244,-0.23846853,-0.19219537,0.09357094,0.33681738,0.028499898,0.0935306,-0.15273836,-0.023019377,-0.18414102,0.21099187,-0.17768861,-0.12148172,-0.09509887,-0.100695245,0.1601231,-0.07711194,-0.0051000235,-0.13141738,-0.47644046,0.15047042,0.11099584,-0.22188327,-0.107151955,-0.13273083,-0.018362112,-0.16649127,0.26623937,0.04551731,0.02807103,0.07621461,0.15442833,0.1411909,0.2628222,0.35879487,0.34650546,0.28291506
이번에 중소기업에 취업하게 되었어. 친구들에게 말하기가 조금 부끄러워. [SEP] 중소기업에 취업해 부끄러운 마음이 들었군요. [SEP] 요즘같이 어려울 때 취업할 수 있어서 다행이긴 해. 오래 준비하고 공부했거든. [SEP] 오래 준비하고 공부해서 취업하셨군요.,E56,Pro_05387,Pro_05387_00036,Pro_05387,-0.20407103,-0.13742647,-0.23431982,-0.020011423,-0.045890886,0.15310277,-0.10694033,-0.13800438,0.009975862,0.18704139,-0.034924343,-0.24881339,-0.090728134,0.05802063,0.1003004,0.1872165,0.020166636,-0.3101632,-0.22689606,-0.1591296,-0.23686713,0.08464089,-0.04909117,-0.20766415,0.02284327,-0.049123764,-0.41679713,0.20079195,-0.1829177,0.283827,-0.15366687,-0.13951273,-0.28843468,-0.36692506,0.11659139,0.31604886,0.032021165,0.09461692,-0.15823887,-0.07313984,-0.13893226,0.19562873,-0.23986968,-0.14388193,-0.09110718,-0.16610341,0.2475935,-0.076831155,-0.066617735,-0.16728863,-0.44101095,0.15907928,-0.031764504,-0.07457187,-0.14491072,-0.24367318,-0.15693757,-0.14119536,0.28775337,0.08329199,0.05600948,-0.081733756,0.15166667,0.13874325,0.42149383,0.4422402,0.24003023,0.22183551
저번 주에 친구와 같은 회사에서 같이 면접을 봤는데 나만 떨어져서 너무 창피해. [SEP] 친구분과 같이 면접을 봤는데 혼자만 떨어지셔서 부끄러운 마음이 드시는 것 같아요. [SEP] 친구가 위로해주는데 그게 나를 더 부끄럽게 만드는 것 같아서 마음이 좋지 않네. [SEP] 친구의 위로에도 마음이 다스려지지 않는군요.,E56,Pro_05387,Pro_05387_00037,Pro_05387,-0.1599095,-0.1659122,-0.25646806,-0.16170266,0.03060875,0.13425891,-0.094648436,-0.08540461,0.021475362,0.22537279,0.027082874,-0.19998933,-0.08659305,0.0062532206,0.02994016,0.12601352,-0.005401298,-0.2892897,-0.20479974,-0.0582252,-0.14991382,0.085835874,-0.05602445,-0.136304,0.0049471264,-0.0418238,-0.39439473,0.22911203,-0.19047284,0.24044049,-0.21686983,-0.1439485,-0.25983113,-0.23999666,0.10264798,0.33986735,-0.0023190859,0.11074459,-0.15422666,-0.041341387,-0.18782747,0.19397137,-0.2098434,-0.16352369,-0.08743454,-0.13051511,0.19128086,-0.07121567,-0.013744173,-0.1498263,-0.47582692,0.15647827,0.08166302,-0.17986381,-0.08186814,-0.15125756,-0.06844906,-0.17832926,0.27738,0.05454274,0.0398661,0.047642704,0.17005152,0.1540083,0.28461146,0.4299308,0.3217634,0.2635042
